,begin,end,file
2354,450499,450676,TRAIN/DR1/FECD0/SX248.WAV
2355,450676,450863,TRAIN/DR1/FECD0/SX428.WAV
2356,450863,451050,TRAIN/DR1/FECD0/SA2.WAV
2357,451050,451217,TRAIN/DR1/FDML0/SX249.WAV
2358,451217,451388,TRAIN/DR1/FECD0/SX248.WAV
2359,451388,451559,TRAIN/DR1/FETB0/SI1778.WAV
2360,451559,451821,TRAIN/DR1/FETB0/SA1.WAV
2361,451821,452092,TRAIN/DR1/FETB0/SA2.WAV
2362,452092,452307,TRAIN/DR1/FDML0/SX159.WAV
2363,452307,452724,TRAIN/DR1/FMEM0/SA1.WAV
2364,452724,453009,TRAIN/DR1/FECD0/SX338.WAV
2365,453009,453218,TRAIN/DR1/FECD0/SX248.WAV
2366,453218,453479,TRAIN/DR1/FETB0/SX248.WAV
2367,453479,453672,TRAIN/DR1/FECD0/SI1418.WAV
2368,453672,453899,TRAIN/DR1/FECD0/SI788.WAV
2369,453899,454092,TRAIN/DR1/FECD0/SX338.WAV
2370,454092,454321,TRAIN/DR1/FETB0/SA1.WAV
2371,454321,454477,TRAIN/DR1/FECD0/SI2048.WAV
2372,454477,454746,TRAIN/DR1/FJSP0/SX174.WAV
2373,454746,454922,TRAIN/DR1/FECD0/SA1.WAV
2374,454922,455100,TRAIN/DR1/FECD0/SA1.WAV
2375,455100,455261,TRAIN/DR1/FECD0/SI788.WAV
2376,455261,455535,TRAIN/DR1/FETB0/SX428.WAV
2377,455535,455718,TRAIN/DR1/FECD0/SX68.WAV
2378,455718,455872,TRAIN/DR1/FDML0/SX69.WAV
2379,455872,456088,TRAIN/DR1/FETB0/SA2.WAV
2380,456088,456315,TRAIN/DR1/FETB0/SA1.WAV
2381,456315,456484,TRAIN/DR1/FECD0/SI788.WAV
2382,456484,456631,TRAIN/DR1/FDML0/SX249.WAV
2383,456631,456759,TRAIN/DR1/FDAW0/SI2036.WAV
2384,456759,457059,TRAIN/DR1/FKFB0/SA1.WAV
2385,457059,457328,TRAIN/DR1/FJSP0/SI1763.WAV
2386,457328,457574,TRAIN/DR1/FJSP0/SI804.WAV
2387,457574,457784,TRAIN/DR1/FETB0/SI1778.WAV
2388,457784,458007,TRAIN/DR1/FECD0/SX158.WAV
2389,458007,458195,TRAIN/DR1/FECD0/SA2.WAV
2390,458195,458394,TRAIN/DR1/FECD0/SX428.WAV
2391,458394,458553,TRAIN/DR1/FECD0/SA2.WAV
2392,458553,458893,TRAIN/DR1/FKFB0/SI2238.WAV
2393,458893,459011,TRAIN/DR1/FDML0/SA1.WAV
2394,459011,459168,TRAIN/DR1/FECD0/SA1.WAV
2395,459168,459367,TRAIN/DR1/FETB0/SX248.WAV
2396,459367,459470,TRAIN/DR1/FDAW0/SI1271.WAV
2397,459470,459695,TRAIN/DR1/FETB0/SI518.WAV
2398,459695,459916,TRAIN/DR1/FECD0/SX428.WAV
2399,459916,460092,TRAIN/DR1/FETB0/SI1778.WAV
2400,460092,460279,TRAIN/DR1/FECD0/SX428.WAV
2401,460279,460466,TRAIN/DR1/FECD0/SA1.WAV
2402,460466,460732,TRAIN/DR1/FJSP0/SX444.WAV
2403,460732,460942,TRAIN/DR1/FECD0/SX248.WAV
2404,460942,461059,TRAIN/DR1/FDML0/SI1149.WAV
2405,461059,461238,TRAIN/DR1/FETB0/SI1778.WAV
2406,461238,461375,TRAIN/DR1/FDML0/SX339.WAV
2407,461375,461558,TRAIN/DR1/FDML0/SX429.WAV
2408,461558,461707,TRAIN/DR1/FECD0/SX428.WAV
2409,461707,461872,TRAIN/DR1/FECD0/SI788.WAV
2410,461872,462111,TRAIN/DR1/FECD0/SX428.WAV
2411,462111,462270,TRAIN/DR1/FECD0/SI1418.WAV
2412,462270,462513,TRAIN/DR1/FJSP0/SI1763.WAV
2413,462513,462618,TRAIN/DR1/FDML0/SI1149.WAV
2414,462618,462798,TRAIN/DR1/FECD0/SX338.WAV
2415,462798,462939,TRAIN/DR1/FDML0/SX429.WAV
2416,462939,463082,TRAIN/DR1/FECD0/SA2.WAV
2417,463082,463297,TRAIN/DR1/FJSP0/SA1.WAV
2418,463297,463429,TRAIN/DR1/FDML0/SI1779.WAV
2419,463429,463601,TRAIN/DR1/FECD0/SX158.WAV
2420,463601,463781,TRAIN/DR1/FECD0/SX68.WAV
2421,463781,463948,TRAIN/DR1/FECD0/SX158.WAV
2422,463948,464041,TRAIN/DR1/FDAW0/SX416.WAV
2423,464041,464146,TRAIN/DR1/FDML0/SA2.WAV
2424,464146,464410,TRAIN/DR1/FJSP0/SX264.WAV
2425,464410,464553,TRAIN/DR1/FECD0/SA2.WAV
2426,464553,464719,TRAIN/DR1/FETB0/SA1.WAV
2427,464719,464907,TRAIN/DR1/FECD0/SX428.WAV
2428,464907,465125,TRAIN/DR1/FETB0/SX158.WAV
2429,465125,465330,TRAIN/DR1/FJSP0/SI1434.WAV
2430,465330,465622,TRAIN/DR1/FETB0/SA2.WAV
2431,465622,465862,TRAIN/DR1/FECD0/SX158.WAV
2432,465862,466240,TRAIN/DR1/FJSP0/SX444.WAV
2433,466240,466409,TRAIN/DR1/FDML0/SA1.WAV
2434,466409,466674,TRAIN/DR1/FETB0/SI1148.WAV
2435,466674,466865,TRAIN/DR1/FECD0/SX158.WAV
2436,466865,467071,TRAIN/DR1/FDML0/SA1.WAV
2437,467071,467236,TRAIN/DR1/FDML0/SX159.WAV
2438,467236,467494,TRAIN/DR1/FECD0/SX68.WAV
2439,467494,467710,TRAIN/DR1/FETB0/SA2.WAV
2440,467710,467904,TRAIN/DR1/FETB0/SA1.WAV
2441,467904,468056,TRAIN/DR1/FECD0/SA2.WAV
2442,468056,468303,TRAIN/DR1/FJSP0/SI1763.WAV
2443,468303,468413,TRAIN/DR1/FDML0/SA2.WAV
2444,468413,468590,TRAIN/DR1/FECD0/SA2.WAV
2445,468590,468727,TRAIN/DR1/FECD0/SI1418.WAV
2446,468727,468938,TRAIN/DR1/FETB0/SX248.WAV
2447,468938,469087,TRAIN/DR1/FECD0/SI2048.WAV
2448,469087,469269,TRAIN/DR1/FETB0/SX158.WAV
2449,469269,469421,TRAIN/DR1/FECD0/SI1418.WAV
2450,469421,469620,TRAIN/DR1/FECD0/SX428.WAV
2451,469620,469786,TRAIN/DR1/FECD0/SA2.WAV
2452,469786,469976,TRAIN/DR1/FECD0/SX428.WAV
2453,469976,470146,TRAIN/DR1/FECD0/SX158.WAV
2454,470146,470405,TRAIN/DR1/FJSP0/SX84.WAV
2455,470405,470566,TRAIN/DR1/FDML0/SX249.WAV
2456,470566,470756,TRAIN/DR1/FETB0/SI1148.WAV
2457,470756,470957,TRAIN/DR1/FECD0/SI2048.WAV
2458,470957,471149,TRAIN/DR1/FETB0/SA2.WAV
2459,471149,471347,TRAIN/DR1/FETB0/SI1148.WAV
2460,471347,471578,TRAIN/DR1/FETB0/SA2.WAV
2461,471578,471762,TRAIN/DR1/FECD0/SI2048.WAV
2462,471762,472055,TRAIN/DR1/FJSP0/SX354.WAV
2463,472055,472190,TRAIN/DR1/FDML0/SA1.WAV
2464,472190,472449,TRAIN/DR1/FKFB0/SI1608.WAV
2465,472449,472715,TRAIN/DR1/FJSP0/SX264.WAV
2466,472715,472896,TRAIN/DR1/FECD0/SI788.WAV
2467,472896,473134,TRAIN/DR1/FETB0/SX158.WAV
2468,473134,473277,TRAIN/DR1/FDML0/SI1149.WAV
2469,473277,473479,TRAIN/DR1/FETB0/SA1.WAV
2470,473479,473727,TRAIN/DR1/FECD0/SX68.WAV
2471,473727,473942,TRAIN/DR1/FECD0/SI788.WAV
2472,473942,474147,TRAIN/DR1/FECD0/SX428.WAV
2473,474147,474380,TRAIN/DR1/FECD0/SX428.WAV
2474,474380,474681,TRAIN/DR1/FJSP0/SX264.WAV
2475,474681,474937,TRAIN/DR1/FETB0/SI1148.WAV
2476,474937,475124,TRAIN/DR1/FECD0/SA2.WAV
2477,475124,475303,TRAIN/DR1/FDML0/SX249.WAV
2478,475303,475630,TRAIN/DR1/FETB0/SX428.WAV
2479,475630,475814,TRAIN/DR1/FECD0/SI2048.WAV
2480,475814,476025,TRAIN/DR1/FETB0/SA1.WAV
2481,476025,476195,TRAIN/DR1/FECD0/SI1418.WAV
2482,476195,476507,TRAIN/DR1/FKFB0/SI1608.WAV
2483,476507,476710,TRAIN/DR1/FETB0/SA1.WAV
2484,476710,476901,TRAIN/DR1/FECD0/SI1418.WAV
2485,476901,477111,TRAIN/DR1/FETB0/SA2.WAV
2486,477111,477225,TRAIN/DR1/FDAW0/SX56.WAV
2487,477225,477410,TRAIN/DR1/FECD0/SX428.WAV
2488,477410,477646,TRAIN/DR1/FETB0/SX158.WAV
2489,477646,477805,TRAIN/DR1/FETB0/SA1.WAV
2490,477805,478126,TRAIN/DR1/FETB0/SI1148.WAV
2491,478126,478345,TRAIN/DR1/FECD0/SI788.WAV
2492,478345,478555,TRAIN/DR1/FDML0/SI2075.WAV
2493,478555,478918,TRAIN/DR1/FJSP0/SI1434.WAV
2494,478918,479116,TRAIN/DR1/FECD0/SI1418.WAV
2495,479116,479372,TRAIN/DR1/FJSP0/SA2.WAV
2496,479372,479596,TRAIN/DR1/FETB0/SA2.WAV
2497,479596,479768,TRAIN/DR1/FDML0/SX339.WAV
2498,479768,480047,TRAIN/DR1/FETB0/SX338.WAV
2499,480047,480226,TRAIN/DR1/FECD0/SA2.WAV
2500,480226,480441,TRAIN/DR1/FECD0/SX428.WAV
2501,480441,480605,TRAIN/DR1/FECD0/SI2048.WAV
2502,480605,480765,TRAIN/DR1/FECD0/SA2.WAV
2503,480765,481021,TRAIN/DR1/FKFB0/SA2.WAV
2504,481021,481246,TRAIN/DR1/FECD0/SX158.WAV
2505,481246,481463,TRAIN/DR1/FECD0/SX158.WAV
2506,481463,481595,TRAIN/DR1/FDAW0/SX56.WAV
2507,481595,481775,TRAIN/DR1/FDML0/SI1779.WAV
2508,481775,481960,TRAIN/DR1/FECD0/SX338.WAV
2509,481960,482157,TRAIN/DR1/FETB0/SA1.WAV
2510,482157,482362,TRAIN/DR1/FECD0/SX338.WAV
2511,482362,482537,TRAIN/DR1/FECD0/SI2048.WAV
2512,482537,482806,TRAIN/DR1/FKFB0/SX168.WAV
2513,482806,482961,TRAIN/DR1/FECD0/SA2.WAV
2514,482961,483175,TRAIN/DR1/FETB0/SX158.WAV
2515,483175,483392,TRAIN/DR1/FETB0/SX248.WAV
2516,483392,483539,TRAIN/DR1/FDML0/SX429.WAV
2517,483539,483722,TRAIN/DR1/FECD0/SA2.WAV
2518,483722,483895,TRAIN/DR1/FECD0/SA1.WAV
2519,483895,484056,TRAIN/DR1/FECD0/SI788.WAV
2520,484056,484240,TRAIN/DR1/FECD0/SX68.WAV
2521,484240,484383,TRAIN/DR1/FECD0/SI2048.WAV
2522,484383,484628,TRAIN/DR1/FJSP0/SX354.WAV
2523,484628,484726,TRAIN/DR1/FDML0/SA1.WAV
2524,484726,484977,TRAIN/DR1/FJSP0/SX174.WAV
2525,484977,485160,TRAIN/DR1/FETB0/SX428.WAV
2526,485160,485254,TRAIN/DR1/FDAW0/SA1.WAV
2527,485254,485469,TRAIN/DR1/FETB0/SX68.WAV
2528,485469,485653,TRAIN/DR1/FETB0/SA1.WAV
2529,485653,485800,TRAIN/DR1/FETB0/SA1.WAV
2530,485800,486017,TRAIN/DR1/FETB0/SA2.WAV
2531,486017,486189,TRAIN/DR1/FECD0/SA2.WAV
2532,486189,486400,TRAIN/DR1/FECD0/SI788.WAV
2533,486400,486524,TRAIN/DR1/FDAW0/SX56.WAV
2534,486524,486829,TRAIN/DR1/FKFB0/SI978.WAV
2535,486829,487056,TRAIN/DR1/FJSP0/SI1434.WAV
2536,487056,487237,TRAIN/DR1/FECD0/SX68.WAV
2537,487237,487420,TRAIN/DR1/FDML0/SX429.WAV
2538,487420,487672,TRAIN/DR1/FETB0/SX428.WAV
2539,487672,487836,TRAIN/DR1/FECD0/SA2.WAV
2540,487836,488021,TRAIN/DR1/FECD0/SX338.WAV
2541,488021,488159,TRAIN/DR1/FECD0/SA1.WAV
2542,488159,488382,TRAIN/DR1/FJSP0/SX264.WAV
2543,488382,488494,TRAIN/DR1/FDML0/SX159.WAV
2544,488494,488637,TRAIN/DR1/FECD0/SX428.WAV
2545,488637,488761,TRAIN/DR1/FDML0/SX339.WAV
2546,488761,488934,TRAIN/DR1/FECD0/SI2048.WAV
2547,488934,489073,TRAIN/DR1/FDML0/SX339.WAV
2548,489073,489196,TRAIN/DR1/FDML0/SX69.WAV
2549,489196,489366,TRAIN/DR1/FECD0/SX158.WAV
2550,489366,489669,TRAIN/DR1/FETB0/SI1148.WAV
2551,489669,489897,TRAIN/DR1/FECD0/SI788.WAV
2552,489897,490385,TRAIN/DR1/FKFB0/SX348.WAV
2553,490385,490562,TRAIN/DR1/FDML0/SA2.WAV
2554,490562,490715,TRAIN/DR1/FDML0/SI1149.WAV
2555,490715,491014,TRAIN/DR1/FETB0/SX248.WAV
2556,491014,491211,TRAIN/DR1/FECD0/SA2.WAV
2557,491211,491445,TRAIN/DR1/FECD0/SX158.WAV
2558,491445,491768,TRAIN/DR1/FJSP0/SA1.WAV
2559,491768,491989,TRAIN/DR1/FECD0/SX428.WAV
2560,491989,492161,TRAIN/DR1/FECD0/SX338.WAV
2561,492161,492323,TRAIN/DR1/FECD0/SA2.WAV
2562,492323,492459,TRAIN/DR1/FECD0/SX248.WAV
2563,492459,492717,TRAIN/DR1/FKFB0/SI2238.WAV
2564,492717,492842,TRAIN/DR1/FDML0/SX339.WAV
2565,492842,493089,TRAIN/DR1/FJSP0/SX264.WAV
2566,493089,493236,TRAIN/DR1/FDML0/SX429.WAV
2567,493236,493355,TRAIN/DR1/FDML0/SX69.WAV
2568,493355,493516,TRAIN/DR1/FECD0/SX68.WAV
2569,493516,493631,TRAIN/DR1/FDML0/SI2075.WAV
2570,493631,493833,TRAIN/DR1/FECD0/SX338.WAV
2571,493833,493998,TRAIN/DR1/FECD0/SI1418.WAV
2572,493998,494311,TRAIN/DR1/FKFB0/SA2.WAV
2573,494311,494519,TRAIN/DR1/FETB0/SA2.WAV
2574,494519,494675,TRAIN/DR1/FECD0/SI2048.WAV
2575,494675,494858,TRAIN/DR1/FETB0/SA2.WAV
2576,494858,494955,TRAIN/DR1/FDAW0/SX326.WAV
2577,494955,495091,TRAIN/DR1/FDML0/SA2.WAV
2578,495091,495278,TRAIN/DR1/FECD0/SX68.WAV
2579,495278,495455,TRAIN/DR1/FECD0/SA1.WAV
2580,495455,495675,TRAIN/DR1/FETB0/SA2.WAV
2581,495675,495843,TRAIN/DR1/FECD0/SI1418.WAV
2582,495843,496036,TRAIN/DR1/FECD0/SX338.WAV
2583,496036,496192,TRAIN/DR1/FDML0/SX69.WAV
2584,496192,496472,TRAIN/DR1/FKFB0/SX168.WAV
2585,496472,496664,TRAIN/DR1/FECD0/SX338.WAV
2586,496664,496766,TRAIN/DR1/FDML0/SI1149.WAV
2587,496766,496951,TRAIN/DR1/FDML0/SA2.WAV
2588,496951,497180,TRAIN/DR1/FETB0/SX68.WAV
2589,497180,497378,TRAIN/DR1/FECD0/SX68.WAV
2590,497378,497579,TRAIN/DR1/FECD0/SX68.WAV
2591,497579,497745,TRAIN/DR1/FECD0/SX158.WAV
2592,497745,498026,TRAIN/DR1/FJSP0/SX354.WAV
2593,498026,498173,TRAIN/DR1/FECD0/SI788.WAV
2594,498173,498453,TRAIN/DR1/FJSP0/SX84.WAV
2595,498453,498616,TRAIN/DR1/FECD0/SI2048.WAV
2596,498616,498755,TRAIN/DR1/FECD0/SI1418.WAV
2597,498755,498908,TRAIN/DR1/FDML0/SX429.WAV
2598,498908,499066,TRAIN/DR1/FDML0/SX339.WAV
2599,499066,499241,TRAIN/DR1/FETB0/SA2.WAV
2600,499241,499487,TRAIN/DR1/FECD0/SX68.WAV
2601,499487,499694,TRAIN/DR1/FECD0/SX338.WAV
2602,499694,500048,TRAIN/DR1/FJSP0/SX354.WAV
2603,500048,500351,TRAIN/DR1/FECD0/SI1418.WAV
2604,500351,500670,TRAIN/DR1/FKFB0/SA1.WAV
2605,500670,500868,TRAIN/DR1/FECD0/SA1.WAV
2606,500868,501033,TRAIN/DR1/FDML0/SA2.WAV
2607,501033,501184,TRAIN/DR1/FDML0/SA1.WAV
2608,501184,501458,TRAIN/DR1/FETB0/SX428.WAV
2609,501458,501660,TRAIN/DR1/FETB0/SI1778.WAV
2610,501660,501949,TRAIN/DR1/FETB0/SI1148.WAV
2611,501949,502202,TRAIN/DR1/FECD0/SX68.WAV
2612,502202,502453,TRAIN/DR1/FETB0/SX248.WAV
2613,502453,502851,TRAIN/DR1/FKFB0/SI978.WAV
2614,502851,503264,TRAIN/DR1/FKFB0/SX78.WAV
2615,503264,503493,TRAIN/DR1/FECD0/SI788.WAV
2616,503493,503674,TRAIN/DR1/FDML0/SI1779.WAV
2617,503674,503873,TRAIN/DR1/FDML0/SX429.WAV
2618,503873,504062,TRAIN/DR1/FECD0/SI2048.WAV
2619,504062,504329,TRAIN/DR1/FETB0/SX158.WAV
2620,504329,504602,TRAIN/DR1/FETB0/SA1.WAV
2621,504602,504797,TRAIN/DR1/FECD0/SI2048.WAV
2622,504797,504997,TRAIN/DR1/FECD0/SX158.WAV
2623,504997,505199,TRAIN/DR1/FECD0/SX158.WAV
2624,505199,505379,TRAIN/DR1/FECD0/SX428.WAV
2625,505379,505586,TRAIN/DR1/FECD0/SX68.WAV
2626,505586,505772,TRAIN/DR1/FECD0/SX428.WAV
2627,505772,506011,TRAIN/DR1/FECD0/SX248.WAV
2628,506011,506301,TRAIN/DR1/FJSP0/SA1.WAV
2629,506301,506464,TRAIN/DR1/FDML0/SA1.WAV
2630,506464,506703,TRAIN/DR1/FETB0/SI1148.WAV
2631,506703,506884,TRAIN/DR1/FECD0/SI1418.WAV
2632,506884,507048,TRAIN/DR1/FECD0/SX158.WAV
2633,507048,507177,TRAIN/DR1/FDML0/SI2075.WAV
2634,507177,507372,TRAIN/DR1/FECD0/SX428.WAV
2635,507372,507573,TRAIN/DR1/FETB0/SA1.WAV
2636,507573,507740,TRAIN/DR1/FECD0/SI1418.WAV
2637,507740,508047,TRAIN/DR1/FKFB0/SX348.WAV
2638,508047,508254,TRAIN/DR1/FETB0/SA2.WAV
2639,508254,508439,TRAIN/DR1/FECD0/SI1418.WAV
2640,508439,508760,TRAIN/DR1/FECD0/SX68.WAV
2641,508760,508907,TRAIN/DR1/FDML0/SX69.WAV
2642,508907,509104,TRAIN/DR1/FDML0/SX429.WAV
2643,509104,509327,TRAIN/DR1/FECD0/SI788.WAV
2644,509327,509594,TRAIN/DR1/FJSP0/SX444.WAV
2645,509594,509788,TRAIN/DR1/FDML0/SX69.WAV
2646,509788,510034,TRAIN/DR1/FETB0/SA2.WAV
2647,510034,510253,TRAIN/DR1/FECD0/SX158.WAV
2648,510253,510533,TRAIN/DR1/FJSP0/SI1434.WAV
2649,510533,510702,TRAIN/DR1/FECD0/SA2.WAV
2650,510702,510928,TRAIN/DR1/FECD0/SX428.WAV
2651,510928,511154,TRAIN/DR1/FECD0/SX248.WAV
2652,511154,511305,TRAIN/DR1/FDAW0/SX236.WAV
2653,511305,511511,TRAIN/DR1/FECD0/SI788.WAV
2654,511511,511768,TRAIN/DR1/FJSP0/SI1434.WAV
2655,511768,512011,TRAIN/DR1/FJSP0/SA1.WAV
2656,512011,512251,TRAIN/DR1/FETB0/SX158.WAV
2657,512251,512454,TRAIN/DR1/FECD0/SA2.WAV
2658,512454,512661,TRAIN/DR1/FECD0/SI2048.WAV
2659,512661,512952,TRAIN/DR1/FJSP0/SA1.WAV
2660,512952,513194,TRAIN/DR1/FETB0/SA2.WAV
2661,513194,513394,TRAIN/DR1/FECD0/SI788.WAV
2662,513394,513700,TRAIN/DR1/FJSP0/SX354.WAV
2663,513700,513893,TRAIN/DR1/FECD0/SI2048.WAV
2664,513893,514080,TRAIN/DR1/FECD0/SA1.WAV
2665,514080,514328,TRAIN/DR1/FETB0/SI1778.WAV
2666,514328,514525,TRAIN/DR1/FDML0/SX429.WAV
2667,514525,514842,TRAIN/DR1/FJSP0/SI1434.WAV
2668,514842,514991,TRAIN/DR1/FDML0/SX249.WAV
2669,514991,515166,TRAIN/DR1/FECD0/SI2048.WAV
2670,515166,515393,TRAIN/DR1/FECD0/SX428.WAV
2671,515393,515596,TRAIN/DR1/FECD0/SI788.WAV
2672,515596,515799,TRAIN/DR1/FECD0/SI788.WAV
2673,515799,515913,TRAIN/DR1/FDAW0/SX236.WAV
2674,515913,516146,TRAIN/DR1/FECD0/SA2.WAV
2675,516146,516313,TRAIN/DR1/FECD0/SI788.WAV
2676,516313,516499,TRAIN/DR1/FETB0/SX158.WAV
2677,516499,516800,TRAIN/DR1/FJSP0/SX264.WAV
2678,516800,517023,TRAIN/DR1/FETB0/SA1.WAV
2679,517023,517337,TRAIN/DR1/FJSP0/SX174.WAV
2680,517337,517578,TRAIN/DR1/FETB0/SI1148.WAV
2681,517578,517755,TRAIN/DR1/FECD0/SX158.WAV
2682,517755,518040,TRAIN/DR1/FKFB0/SA1.WAV
2683,518040,518359,TRAIN/DR1/FJSP0/SX354.WAV
2684,518359,518533,TRAIN/DR1/FECD0/SX428.WAV
2685,518533,518744,TRAIN/DR1/FECD0/SX158.WAV
2686,518744,518906,TRAIN/DR1/FDML0/SI2075.WAV
2687,518906,519041,TRAIN/DR1/FDML0/SI2075.WAV
2688,519041,519196,TRAIN/DR1/FDML0/SX339.WAV
2689,519196,519392,TRAIN/DR1/FECD0/SX248.WAV
2690,519392,519640,TRAIN/DR1/FETB0/SA1.WAV
2691,519640,519849,TRAIN/DR1/FECD0/SX158.WAV
2692,519849,520224,TRAIN/DR1/FJSP0/SX444.WAV
2693,520224,520321,TRAIN/DR1/FDAW0/SI2036.WAV
2694,520321,520429,TRAIN/DR1/FDML0/SA1.WAV
2695,520429,520683,TRAIN/DR1/FJSP0/SA1.WAV
2696,520683,520920,TRAIN/DR1/FETB0/SX158.WAV
2697,520920,521106,TRAIN/DR1/FDML0/SX69.WAV
2698,521106,521285,TRAIN/DR1/FECD0/SA1.WAV
2699,521285,521507,TRAIN/DR1/FJSP0/SA1.WAV
2700,521507,521734,TRAIN/DR1/FECD0/SX428.WAV
2701,521734,521962,TRAIN/DR1/FECD0/SX248.WAV
2702,521962,522177,TRAIN/DR1/FECD0/SX248.WAV
2703,522177,522316,TRAIN/DR1/FDML0/SI2075.WAV
2704,522316,522622,TRAIN/DR1/FJSP0/SX444.WAV
2705,522622,522937,TRAIN/DR1/FJSP0/SI1763.WAV
2706,522937,523079,TRAIN/DR1/FDML0/SX159.WAV
2707,523079,523380,TRAIN/DR1/FJSP0/SI1763.WAV
2708,523380,523595,TRAIN/DR1/FECD0/SX428.WAV
2709,523595,523779,TRAIN/DR1/FECD0/SX338.WAV
2710,523779,524068,TRAIN/DR1/FECD0/SX68.WAV
2711,524068,524294,TRAIN/DR1/FECD0/SI788.WAV
2712,524294,524478,TRAIN/DR1/FECD0/SX248.WAV
2713,524478,524744,TRAIN/DR1/FKFB0/SA1.WAV
2714,524744,524904,TRAIN/DR1/FECD0/SA1.WAV
2715,524904,525136,TRAIN/DR1/FETB0/SI1778.WAV
2716,525136,525273,TRAIN/DR1/FDML0/SX69.WAV
2717,525273,525452,TRAIN/DR1/FDML0/SX69.WAV
2718,525452,525623,TRAIN/DR1/FECD0/SX338.WAV
2719,525623,525796,TRAIN/DR1/FECD0/SI1418.WAV
2720,525796,525992,TRAIN/DR1/FETB0/SA1.WAV
2721,525992,526156,TRAIN/DR1/FECD0/SI1418.WAV
2722,526156,526391,TRAIN/DR1/FJSP0/SX354.WAV
2723,526391,526548,TRAIN/DR1/FECD0/SX158.WAV
2724,526548,526735,TRAIN/DR1/FETB0/SI1778.WAV
2725,526735,526882,TRAIN/DR1/FECD0/SA1.WAV
2726,526882,527121,TRAIN/DR1/FJSP0/SI1763.WAV
2727,527121,527253,TRAIN/DR1/FDML0/SI1779.WAV
2728,527253,527378,TRAIN/DR1/FECD0/SA1.WAV
2729,527378,527544,TRAIN/DR1/FECD0/SX158.WAV
2730,527544,527836,TRAIN/DR1/FETB0/SI1778.WAV
2731,527836,528049,TRAIN/DR1/FECD0/SI2048.WAV
2732,528049,528250,TRAIN/DR1/FECD0/SX248.WAV
2733,528250,528463,TRAIN/DR1/FECD0/SX338.WAV
2734,528463,528798,TRAIN/DR1/FETB0/SX428.WAV
2735,528798,529075,TRAIN/DR1/FECD0/SX338.WAV
2736,529075,529255,TRAIN/DR1/FECD0/SX158.WAV
2737,529255,529530,TRAIN/DR1/FECD0/SX338.WAV
2738,529530,529853,TRAIN/DR1/FJSP0/SA1.WAV
2739,529853,530005,TRAIN/DR1/FDML0/SX159.WAV
2740,530005,530238,TRAIN/DR1/FECD0/SX68.WAV
2741,530238,530437,TRAIN/DR1/FECD0/SX158.WAV
2742,530437,530730,TRAIN/DR1/FKFB0/SX258.WAV
2743,530730,530889,TRAIN/DR1/FDAW0/SX56.WAV
2744,530889,531271,TRAIN/DR1/FKFB0/SI1608.WAV
2745,531271,531462,TRAIN/DR1/FECD0/SI2048.WAV
2746,531462,531601,TRAIN/DR1/FDML0/SA1.WAV
2747,531601,531775,TRAIN/DR1/FDML0/SX429.WAV
2748,531775,531998,TRAIN/DR1/FETB0/SI1148.WAV
2749,531998,532192,TRAIN/DR1/FECD0/SX248.WAV
2750,532192,532439,TRAIN/DR1/FETB0/SA2.WAV
2751,532439,532611,TRAIN/DR1/FECD0/SX248.WAV
2752,532611,532867,TRAIN/DR1/FETB0/SX338.WAV
2753,532867,532935,TRAIN/DR1/FDAW0/SI2036.WAV
2754,532935,533118,TRAIN/DR1/FDML0/SX69.WAV
2755,533118,533411,TRAIN/DR1/FJSP0/SI1434.WAV
2756,533411,533618,TRAIN/DR1/FETB0/SI1778.WAV
2757,533618,533932,TRAIN/DR1/FJSP0/SX174.WAV
2758,533932,534207,TRAIN/DR1/FETB0/SX428.WAV
2759,534207,534431,TRAIN/DR1/FETB0/SI1148.WAV
2760,534431,534624,TRAIN/DR1/FECD0/SX68.WAV
2761,534624,534763,TRAIN/DR1/FECD0/SA1.WAV
2762,534763,535022,TRAIN/DR1/FJSP0/SX174.WAV
2763,535022,535187,TRAIN/DR1/FECD0/SI788.WAV
2764,535187,535279,TRAIN/DR1/FDAW0/SX416.WAV
2765,535279,535474,TRAIN/DR1/FETB0/SI1148.WAV
2766,535474,535669,TRAIN/DR1/FETB0/SI1778.WAV
2767,535669,535826,TRAIN/DR1/FECD0/SI788.WAV
2768,535826,535977,TRAIN/DR1/FETB0/SA2.WAV
2769,535977,536164,TRAIN/DR1/FETB0/SX158.WAV
2770,536164,536484,TRAIN/DR1/FETB0/SI1148.WAV
2771,536484,536765,TRAIN/DR1/FECD0/SX68.WAV
2772,536765,536990,TRAIN/DR1/FDML0/SX339.WAV
2773,536990,537200,TRAIN/DR1/FECD0/SI1418.WAV
2774,537200,537534,TRAIN/DR1/FJSP0/SI804.WAV
2775,537534,537742,TRAIN/DR1/FECD0/SI788.WAV
2776,537742,538074,TRAIN/DR1/FJSP0/SA2.WAV
2777,538074,538314,TRAIN/DR1/FECD0/SX338.WAV
2778,538314,538574,TRAIN/DR1/FETB0/SX338.WAV
2779,538574,538848,TRAIN/DR1/FECD0/SX248.WAV
2780,538848,539035,TRAIN/DR1/FECD0/SX338.WAV
2781,539035,539190,TRAIN/DR1/FECD0/SA2.WAV
2782,539190,539465,TRAIN/DR1/FJSP0/SX264.WAV
2783,539465,539623,TRAIN/DR1/FECD0/SX158.WAV
2784,539623,539793,TRAIN/DR1/FECD0/SX248.WAV
